Glottocode	AUTOTYP_area	Longitude	Latitude	Family_ID	Name
arut1244	NE South America	-62.8676118	4.0673594	NA	Arutani
arva1236	Europe	23.3703	38.283	indo1319	Arvanitika Albanian
asar1240	N Coast New Guinea	146.508	-5.68263	nucl1709	Asaro'o
asas1240	Interior New Guinea	145.549	-5.69345	nucl1709	Asas
asha1243	Andean	-73.9073	-11.9311	araw1281	Asháninka
ashe1269	African Savannah	7.39443	9.36574	atla1278	Ashe
ashe1272	Andean	-74.9153	-10.9777	araw1281	Ashéninka Perené
ashe1273	NE South America	-74.2014	-10.7583	araw1281	Ashéninka Pajonal
ashk1246	Indic	70.542035	35.10699	indo1319	Ashkun
asho1236	Indic	93.5069	21.393	sino1245	Asho Chin
asht1244	Greater Mesopotamia	48.6808	37.7469	indo1319	Ashtiani
asil1242	Oceania	127.952	-3.67302	aust1307	Asilulu
asko1238	Oceania	155.307	-6.22539	nort2933	Askopan
asoa1238	S Africa	26.7198	2.26818	cent2225	Asoa
aspr1238	Europe	15.88621	38.0166	indo1319	Aspromonte
assa1263	Indic	91.2932	26.0876	indo1319	Assamese
assa1266	Inner Asia	94	56	book1242	Assan
assa1269	African Savannah	22.6393	13.9592	tama1329	Assangori
assi1247	Basin and Plains	-106.068	49.2923	siou1252	Assiniboine
asss1237	N Coast New Guinea	131.728	-0.75267	aust1307	As
assy1241	Greater Mesopotamia	43	36.75	afro1255	Assyrian Neo-Aramaic
astu1245	Europe	-6.02227	42.4181	indo1319	Asturian-Leonese-Cantabrian
asue1235	S New Guinea	139.123	-5.98341	nucl1709	Asue Awyu
asum1237	Oceania	166.499	-11.2969	aust1307	Asumboa
asun1235	African Savannah	5.42081	10.0849	atla1278	Asu (Nigeria)
asun1236	Mesoamerica	-96.8704	16.8762	otom1299	Asunción Mixtepec Zapotec
asur1254	Indic	83.4562	21.5721	aust1305	Asuri
asut1235	S Africa	37.8323	-4.17978	atla1278	Asu (Tanzania)
ataa1240	Oceania	122.9	9.715	aust1307	Ata
atac1235	Andean	-79.778137	0.834931	NA	Atacame
atak1252	E North America	-93.0827	30.9121	NA	Atakapa
atam1239	N Australia	142.273	-11.0018	pama1250	Atampaya
atam1240	Oceania	125.499	7.7789	aust1307	Ata Manobo
atat1238	Mesoamerica	-97.67753	17.07133	otom1299	Atatláhuca Mixtec
atay1247	Oceania	121.388	24.5209	aust1307	Atayal
atem1241	N Coast New Guinea	144.806	-5.08137	nucl1709	Mand
athi1234	N Australia	142.4	-17.2	pama1250	Athima
athp1241	Indic	87.3296	26.8794	sino1245	Athpariya
atii1237	Oceania	122.512	11.1539	aust1307	Ati
atik1240	E North America	-73.7989	47.9555	algi1248	Atikamekw
atla1271	Mesoamerica	-98.607579	17.311733	otom1299	Atlamajalcingo del Monte
atoh1238	S New Guinea	138.666	-6.27123	kaya1327	Atohwaim
aton1241	Indic	90.658722	25.346508	sino1245	Atong (India)
aton1242	African Savannah	9.72121	6.03539	atla1278	Atong
ator1244	NE South America	-60.286	2.481	araw1281	Atorada
atsa1241	African Savannah	8.48301	9.95914	atla1278	Atsam
atsa1242	Andean	-69.5	-14.1666	pano1259	Atsahuaca
atsu1245	California	-120.661	40.4271	pala1350	Atsugewi
atta1243	Indic	76.5365	11.1575	drav1251	Attapady Kurumba
atti1239	African Savannah	-3.8209	5.9977	atla1278	Attié
atzi1235	Mesoamerica	-99.9239	19.3871	otom1299	Atzingo Matlatzinca
auhe1237	S New Guinea	151.002	-10.0959	aust1307	'Auhelawa
aulu1238	Oceania	167.697	-16.3579	aust1307	Aulua
aura1243	NE South America	-46.792	-4.137	tupi1275	Aurê y Aurá
aush1241	S Africa	29.0168	-11.6295	atla1278	Aushi
aush1242	NE South America	-74.5411	-3.3196	zapa1251	Aushiri
aust1252	Europe	16.225	48.1197	sign1238	Austrian Sign Language
aust1253	S Australia	135	-25	sign1238	Australian Aborigines Sign Language
aust1271	S Australia	145	-30	sign1238	Auslan
aust1304	Oceania	-149.462	-23.3843	aust1307	Austral
auuu1241	N Coast New Guinea	142.105	-3.53277	nucl1708	Au
auwe1239	N Coast New Guinea	141.254	-3.33662	bord1247	Auwe
auye1238	N Coast New Guinea	136.096	-3.43705	nucl1709	Auye
auyo1240	African Savannah	11.322	9.85747	afro1255	Auyokawa
avac1239	NE South America	-48.1336	-13.6081	tupi1275	Avá-Canoeiro
avar1256	Greater Mesopotamia	46.558	41.7047	nakh1245	Avar
avat1244	African Savannah	0.41314	6.8688	atla1278	Avatime
avau1237	N Coast New Guinea	150.427	-6.24342	aust1307	Avau
aves1237	Greater Mesopotamia	62.112	34.217	indo1319	Avestan
avik1243	African Savannah	-5.2529	5.15838	atla1278	Avikam
avok1242	African Savannah	29.9379	4.38639	cent2225	Avokaya
avok1244	Oceania	167.773866	-16.536653	aust1307	Avok
awab1243	S Australia	151.43555	-33.12847	pama1250	Awabakal
awac1238	Southeast Asia	99.4833	22.75	aust1305	Lavia-Awalai-Damangnuo Awa
awac1239	Andean	-78.3401	1.21652	barb1265	Awa-Cuaiquer
awad1243	Indic	82.4663	27.5907	indo1319	Awadhi
awad1244	N Coast New Guinea	146.355	-5.59896	aust1307	Awad Bing
awak1250	African Savannah	11.3291	9.8633400000000009	atla1278	Awak
awap1236	Interior New Guinea	145.714	-6.65534	nucl1709	Awa (Papua New Guinea)
awar1248	N Coast New Guinea	146.372	-6.16986	nucl1709	Awara
awar1249	N Coast New Guinea	144.836	-4.13554	lowe1437	Awar
awbo1238	S New Guinea	139.724	-5.05875	bayo1259	Awbono
awee1242	S Africa	41.234	-1.40124	afro1255	Aweer
awer1241	N Coast New Guinea	136.063	-2.71886	lake1255	Awera
awet1244	NE South America	-53.391944	-12.381944	tupi1275	Awetí
awia1234	N Coast New Guinea	143.71036	-4.67314	araf1243	Awiakay-Karimba
awin1248	African Savannah	10.264	5.88362	atla1278	Awing
awiy1238	Interior New Guinea	145.76	-6.54079	nucl1709	Awiyaana
awji1241	N Africa	21.1819	29.2341	afro1255	Awjilah
awng1244	Greater Abyssinia	36.6916	10.9819	afro1255	Awngi
awng1245	N Australia	141.984	-12.544	pama1250	Awngthim
awtu1239	N Coast New Guinea	141.928	-3.53129	sepi1257	Awtuw
awun1245	N Coast New Guinea	141.999	-3.79671	sepi1257	Auwon
awut1241	African Savannah	-0.59545	5.42441	atla1278	Awutu
awuu1235	Southeast Asia	103.306	25.395	sino1245	Southern Awu (Lope)
awyi1241	N Coast New Guinea	140.604	-3.00564	bord1247	Awyi
axam1237	Oceania	167.707	-16.4838	aust1307	Axamb
axiy1235	Southeast Asia	103.713	24.6009	sino1245	Axi Yi
ayab1239	N Australia	142.893	-14.6652	pama1250	Yintyinka-Ayabadhu
ayac1239	Andean	-74.32246	-13.84714	quec1387	Ayacucho Quechua
ayau1235	Mesoamerica	-96.5952	18.0993	otom1299	Ayautla Mazatec
ayer1245	African Savannah	6.01979	7.52206	atla1278	Ayere
ayic1234	Indic	98.8684	27.1213	book1242	Ayi (China)
ayip1235	N Coast New Guinea	142.407	-3.95946	sepi1257	Ayi (Papua New Guinea)
ayiw1239	Oceania	166.328715	-10.282595	aust1307	Äiwoo
ayiz1244	Southeast Asia	103.7	25	sino1245	Ayizi
ayiz1245	African Savannah	2.20552	6.62654	atla1278	Ayizo Gbe
ayoq1235	Mesoamerica	-96.8575	16.6633	otom1299	Ayoquesco Zapotec
ayor1240	SE South America	-60.217495	-19.220055	zamu1243	Ayoreo
ayut1236	Mesoamerica	-99.0967	16.96667	otom1299	Ayutla Mixtec
ayuu1242	African Savannah	8.60225	9.2634	atla1278	Ayu
azha1235	Southeast Asia	104.15	23.9	sino1245	Azha
azhe1235	Southeast Asia	103.441	24.405	sino1245	Azhe
azoy1236	Mesoamerica	-98.5241	16.7584	otom1299	Azoyú Me'phaa
baan1241	African Savannah	7.30065	4.66709	atla1278	Baan
baan1242	African Savannah	5.7261	10.8083	atla1278	Baangi
baat1238	African Savannah	2.99607	9.63186	atla1278	Baatonum
baaz1234	African Savannah	9.97124	6.80235	atla1278	Baazem
baba1263	S Africa	23.5851	1.79475	atla1278	Babango
baba1264	African Savannah	10.5216	6.11222	atla1278	Baba
baba1266	African Savannah	10.2869	5.97863	atla1278	Babanki
baba1267	Southeast Asia	103.076	1.75414	aust1307	Baba Malay
baba1268	Oceania	157.149	-7.22281	aust1307	Babatana
baba1273	African Savannah	16.6925	12.7617	book1242	Babalia Creole Arabic
babi1235	Alaska-Oregon	-126.41	55.0997	atha1245	Witsuwit'en-Babine
babu1240	Oceania	120.585	24.0017	aust1307	Babuza
babu1242	Oceania	121.96	19.48	aust1307	Babuyan
baca1243	Oceania	127.49	-0.62275	aust1307	Bacanese Malay
baca1245	African Savannah	7.552557	10.69472	afro1255	Bacama-Yimburu
baca1246	African Savannah	12.0416	9.53072	afro1255	Bacama
bact1239	Greater Mesopotamia	66.85	36.81	indo1319	Bactrian
bada1257	Indic	76.5974	11.3094	drav1251	Badaga
bada1258	African Savannah	9.95	9.62456	atla1278	Bada (Nigeria)
bada1261	Oceania	120.319	-1.80249	aust1307	Bada (Indonesia)
bade1240	Indic	72.6823	35.2655	unat1236	Badeshi
bade1248	African Savannah	10.6557	12.789	afro1255	Bade
badi1246	S Australia	117.246	-29.0647	pama1250	Badimaya
badi1247	S New Guinea	140.753	-8.85301	more1255	Ngkontar Baedi
badj1244	S Australia	145.47	-28.79	pama1250	Badjirri
badu1237	Southeast Asia	106.177	-6.35359	aust1307	Badui
bady1239	African Savannah	-13.4759	12.6425	atla1278	Jaad-Badyara
baeg1237	Oceania	160.771	-8.49014	aust1307	Baeggu
bael1237	Oceania	160.721	-8.41627	aust1307	Baelelea
baen1237	NE South America	-39.5552237	-15.352491	uncl1493	Baenan
baet1237	Oceania	168.159	-15.2574	aust1307	Baetora
bafa1247	African Savannah	9.522	4.53307	atla1278	Bafaw-Balong
bafa1249	African Savannah	10.4518	5.84612	atla1278	Bafanji
bafi1243	African Savannah	11.0982	4.72603	atla1278	Bafia
bafo1235	S Africa	19.76	1.19	atla1278	Bafoto
bafu1246	African Savannah	10.1194	6.14153	atla1278	Bafut
baga1270	African Savannah	-14.60521	10.76747	atla1278	Baga Manduri
baga1271	African Savannah	-12.887	9.951	book1242	Baga Kaloum
baga1272	African Savannah	-14.4756	10.4793	atla1278	Baga Sitemu
baga1273	African Savannah	-13.947	10.1286	atla1278	Baga Koga
baga1274	African Savannah	-13.9054	9.98865	book1242	Baga Sobané
baga1275	African Savannah	-14.6111	10.5271	atla1278	Pukur
baga1276	African Savannah	-12.07358	12.27246	atla1278	Baga Mboteni
bagh1249	Indic	77.0471	31.194	indo1319	Baghati
bagh1251	Indic	87.4994	24.6837	indo1319	Bagheli
bagi1244	African Savannah	18.3467	8.81656	atla1278	Bagirmi Fulfulde
bagi1246	African Savannah	14.769495	11.52392	cent2225	Bagirmi
bago1245	African Savannah	1.41214	8.52697	atla1278	Bago-Kusuntu
bagr1243	Indic	75.06	31.4	indo1319	Bagri
bagu1251	N Coast New Guinea	137.914	-1.98844	kwer1242	Bagusa
bagu1252	N Coast New Guinea	145.632	-5.07778	nucl1709	Bagupi
bagv1239	Greater Mesopotamia	46.1041	42.3966	nakh1245	Bagvalal
baha1256	Southeast Asia	104.449	23.0105	taik1256	Baha Buyang
baha1257	Southeast Asia	115.332	0.30801	aust1307	Bahau
baha1258	N Coast New Guinea	132.637	-3.10628	west2604	Baham
baha1259	Greater Mesopotamia	50.580811	26.223615	afro1255	Baharna Arabic
baha1260	E North America	-77.390587	25.032149	indo1319	Bahamas Creole English
bahi1252	Indic	86.3949	27.3323	sino1245	Bahing
bahi1254	N Coast New Guinea	142.832	-4.55527	sepi1257	Bahinemo
bahn1262	Southeast Asia	108.471	14.0476	aust1305	Bahnar
baho1237	Oceania	121.707	-2.22572	aust1307	Bahonsuai
baib1251	N Coast New Guinea	141.345	-3.42672	baib1250	Baibai
baii1251	African Savannah	26.48246	7.57221	atla1278	Bai
baik1238	Oceania	124.256	-9.32991	aust1307	Baikeno
baim1244	Southeast Asia	103.952	33.1001	sino1245	Baima
baim1245	N Coast New Guinea	145.606	-5.18943	nucl1709	Baimak
bain1259	African Savannah	-16.0586	12.3128	atla1278	Bainounk-Gujaher
bain1260	African Savannah	-15.9969	12.5053	book1242	Bainouk-Samik
bain1261	African Savannah	-16.229	12.8672	atla1278	Bainouk-Gunyaamolo-Gutobor
bais1242	African Savannah	10.7684	7.38023	atla1278	Baissa Fali
bais1246	Greater Abyssinia	37.7681	6.44892	afro1255	Baiso
baja1265	Mesoamerica	-59.5346	13.1365	indo1319	Bajan
baje1238	Greater Mesopotamia	42.9867	33.9498	indo1319	Bajelani
baka1272	African Savannah	13.7804	2.16013	atla1278	Baka (Cameroon)
baka1273	African Savannah	9.80402	4.79991	atla1278	Bakaka
baka1274	African Savannah	29.59	4.65943	cent2225	Baka (South Sudan)
baka1277	NE South America	-54.7034	-14.2628	cari1283	Bakairí
bakh1245	Greater Mesopotamia	49.7713	32.0163	indo1319	Bakhtiari
baki1244	Oceania	168.165	-16.7096	aust1307	Baki
bako1249	African Savannah	9.99905	3.56518	atla1278	Bakoko
bako1250	African Savannah	8.97387	4.43654	atla1278	Bakole
bakp1238	African Savannah	8.26321	5.26756	atla1278	Bakpinka
baku1263	Southeast Asia	114.77	-1.98842	aust1307	Bakumpai
bakw1243	African Savannah	-6.51077	5.23123	krua1234	Bakwé
bala1301	African Savannah	-15.3221	11.8203	atla1278	Balanta-Kentohe
bala1302	African Savannah	-15.6658	12.5382	atla1278	Balanta-Ganja
bala1306	Southeast Asia	110.913	1.33476	book1242	Balau
bala1310	Oceania	121.272	17.0994	aust1307	Balangao
bala1311	Oceania	121.686646	6.011614	aust1307	Balangingi
bala1314	Oceania	119.689	-0.05644	aust1307	Balaesang
bala1315	Oceania	123.289	-0.86809	aust1307	Balantak
bala1316	Oceania	164.2	-20.25	aust1307	Balade
bald1241	African Savannah	14.4674	10.9078	afro1255	Baldemu
bali1245	African Savannah	11.2952	8.81345	atla1278	Bali (Nigeria)
bali1274	S Africa	26.5941	1.1807	atla1278	Bali (Democratic Republic of Congo)
bali1278	Southeast Asia	115.075	-8.35714	aust1307	Balinese
bali1279	Southeast Asia	114.648391	-8.355884	aust1307	Balinese Malay
balk1252	Europe	21.17	42.67	indo1319	Balkan Romani
balk1254	Europe	24.44567	41.170545	turk1311	Rumelian Turkish
balo1261	S Africa	18.1266	0.93777	atla1278	Loi-Likila
balo1264	African Savannah	9.69365	6.12552	atla1278	Balo
balt1257	Inner Asia	38	60	indo1319	Baltic Romani
balt1258	Indic	77.2859	34.4491	sino1245	Balti
balu1257	N Coast New Guinea	147.282	-2.5604	aust1307	Paluai
bama1249	African Savannah	-8.00136	12.651	sign1238	Langue de Signes Malienne
bama1251	African Savannah	10.4567	5.91327	atla1278	Bamali
bamb1262	Greater Abyssinia	34.6522	9.82554	maoo1243	Bambassi
bamb1265	African Savannah	10.544	5.861	atla1278	Bambalang
bamb1266	African Savannah	10.2233	6.10821	atla1278	Bambili-Bambui
bamb1269	African Savannah	-7.65	12.9	mand1469	Bambara
bamb1270	Oceania	119.201	-3.02759	aust1307	Bambam
bame1260	African Savannah	10.3302	5.77049	atla1278	Bamenyam
bamu1253	African Savannah	10.8477	5.49017	atla1278	Bamun
bamu1254	African Savannah	10.3537	5.87292	atla1278	Bamukumbit
bamu1256	African Savannah	10.5127	6.00203	atla1278	Bamunka
bamu1257	S New Guinea	143.545	-7.93818	kiwa1251	Bamu
bamw1238	S Africa	19.1644	2.16773	atla1278	Bamwe
bana1283	Indic	90.2	25.8	sino1245	Banai
bana1288	Oceania	121.05	17.5643	aust1307	Banao Itneg
bana1292	N Coast New Guinea	144.329	-4.56615	lowe1437	Banaro
bana1305	African Savannah	13.6131	10.3535	afro1255	Bana
bana1307	NE South America	-64.89624	-6.741	araw1282	Banawa
band1337	S Australia	143.282	-30.0771	book1242	Bandjigali
band1339	S Australia	152.859	-28.3458	pama1250	Bandjalangic
band1340	African Savannah	-16.4245	12.5258	atla1278	Bandial
band1342	African Savannah	23.0108	7.32924	atla1278	Banda-Mbrès
band1343	African Savannah	22.7568	6.63889	atla1278	Banda-Banda
band1344	African Savannah	20.9827	6.21563	atla1278	Banda-Bambari
band1345	African Savannah	23.9021	8.03339	atla1278	Banda-Ndélé
band1348	African Savannah	16.5907	3.95763	atla1278	Banda-Yangere
band1352	African Savannah	-10.1684	7.73729	mand1469	Bandi
band1353	Oceania	129.905	-4.55565	aust1307	Banda Malay
band1355	Oceania	133.142	-5.42138	aust1307	Banda (Indonesia)
bang1335	Inner Asia	29.8692	79.0686	indo1319	Bangani
bang1339	S Australia	136.079	-33.3036	pama1250	Banggarla
bang1345	S Africa	28.3138	3.39956	atla1278	Bangba
bang1347	African Savannah	14.7506	2.18716	atla1278	Ngombe-Bangandu
bang1348	African Savannah	11.2022	9.57157	atla1278	Bangwinji
bang1350	S Africa	27.2438	-4.31464	atla1278	Bangubangu
bang1353	S Africa	28.04453	3.3466	atla1278	Bangala
bang1354	S Africa	17.227	-0.87437	atla1278	Bobangi
bang1356	African Savannah	10.667	6.0125	atla1278	Bangolan
bang1363	African Savannah	-3.77092	14.8116	NA	Bangime
bang1365	Southeast Asia	105.897	-1.73288	aust1307	Bangka
bang1368	Oceania	123.171	-1.58305	aust1307	Banggai
bang1369	Indic	93.15	27.95	sino1245	Bangru
bani1254	NE South America	-67.5633	5.26123	araw1281	Avane
bani1255	NE South America	-67.7704	2.17859	araw1281	Baniwa do Icana
banj1239	Southeast Asia	115.79	0.747105	aust1307	Banjar
bank1251	Southeast Asia	103.296	16.911	sign1238	Ban Khor Sign Language
bank1256	African Savannah	9.6403	4.3702	atla1278	Bankon
bank1257	African Savannah	10.5	9.5	atla1278	Bankal
bank1258	African Savannah	-5.50744	11.7497	mand1469	Bankagooma
bank1259	African Savannah	-2.92	15.06	dogo1299	Bankan Tey Dogon
bann1247	Oceania	155.128	-6.23061	aust1307	Bannoni
bant1281	Indic	87.04738	27.12147	sino1245	Bantawa
bant1286	Oceania	124.846	1.44586	aust1307	Bantik
bant1288	Oceania	122.034	12.5194	aust1307	Bantoanon
bant1293	Oceania	123.755	11.2144	aust1307	Bantayanon
bant1298	Southeast Asia	102.06	21.725278	sino1245	Bantang
baou1238	African Savannah	-4.76565	5.42509	atla1278	Baoulé
bape1239	African Savannah	-12.79	12.13	atla1278	Bapen
bara1357	Indic	85.0584	28.3768	sino1245	Baraamu
bara1361	S Africa	26.861	3.34642	atla1278	Barambu
bara1362	S Africa	10.6777	-2.49659	atla1278	Barama
bara1367	Oceania	134.671	-6.7394	aust1307	Barakai
bara1369	Southeast Asia	45.5937	-23.9716	aust1307	Bara Malagasy
bara1370	Southeast Asia	114.482	3.51211	aust1307	Baram Kayan
bara1371	Oceania	119.342	-1.5667	aust1307	Baras
bara1375	N Coast New Guinea	137.054	-2.28732	geel1240	Barapasi
bara1378	S New Guinea	143.002	-8.4885	anim1240	Baramu
bara1380	NE South America	-70.808	0.02193	tuca1253	Barasana-Eduria
bara1408	Inner Asia	78.33079	55.14961	turk1311	Baraba Tatar
barb1242	Andean	-78.4834	1.5206	unat1236	Barbacoas
barb1263	California	-119.699	34.462	chum1262	Barbareño
barc1235	African Savannah	-8.09378	4.67843	krua1234	Barclayville Grebo
bard1255	N Australia	122.906	-16.6274	nyul1248	Bardi
bare1276	NE South America	-66.828	1.91649	araw1281	Baré
bare1279	African Savannah	17.911727	10.970124	afro1255	Barain
barg1252	N Coast New Guinea	145.756	-4.8723	nucl1709	Bargam
bari1241	African Savannah	8.4331	11.989	pidg1258	Barikanchi
bari1284	African Savannah	31.0723	4.19522	nilo1247	Bari
bari1286	N Coast New Guinea	148.666	-5.5087	aust1307	Bariai
bari1290	S New Guinea	148.454	-9.231	yare1250	Bariji
bari1297	NE South America	-72.9353	9.08497	chib1249	Barí
bari1298	S New Guinea	143.99279	-7.09739	tura1263	Barikewa
baro1252	African Savannah	9.25261	4.64584	atla1278	Barombi
baro1253	N Coast New Guinea	152.193	-3.47672	aust1307	Barok
barr1247	N Australia	144.531	-14.1219	pama1250	Barrow Point
barr1251	NE South America	-72.044	6.12622	chib1249	Barro Negro Tunebo
barr1252	S Australia	145.93	-30.1	pama1250	Barranbinya
bart1238	Indic	72.11835	38.21974	indo1319	Bartangi
baru1267	Interior New Guinea	145.818	-6.89261	anga1289	Baruya
baru1269	S New Guinea	148.761	-9.40132	nucl1709	Baruga
barw1243	S Africa	33.4534	-17.675	atla1278	Barwe
barz1241	Greater Mesopotamia	35.1536	31.7696	afro1255	Barzani Jewish Neo-Aramaic
basa1280	African Savannah	6.58105	9.94207	atla1278	Basa-Gumna
basa1281	African Savannah	6.74865	10.2488	atla1278	Basa-Gurmana
basa1282	African Savannah	7.06183	8.03159	atla1278	Basa (Nigeria)
basa1284	African Savannah	10.4213	3.80765	atla1278	Basa (Cameroon)
basa1286	Southeast Asia	117.942	1.41405	aust1307	Basap
basa1287	Oceania	121.857	25.0046	aust1307	Basay
bash1263	Greater Mesopotamia	53	32	indo1319	Bashkardi
bash1264	Inner Asia	56.55937	53.59671	turk1311	Bashkir
bask1236	Greater Abyssinia	36.5763	6.45774	gong1255	Basketo
basq1248	Europe	-1.31622	43.2787	NA	Basque
bass1258	African Savannah	-13.3495	12.4529	atla1278	Bassari-Tanda
bass1259	African Savannah	4.98331	10.3333	atla1278	Bassa-Kontagora
bass1260	African Savannah	9.52275	5.23655	atla1278	Bassossi
basu1243	Indic	93.881454	29.986842	sino1245	Basum
bata1285	African Savannah	9.51011	1.397041	atla1278	Batanga
bata1288	Southeast Asia	98.9083	3.04372	aust1307	Batak Simalungun
bata1289	Southeast Asia	99.1761	2.35498	aust1307	Batak Toba
bata1290	Southeast Asia	99.60248	1.66127	aust1307	Batak Angkola
bata1291	Southeast Asia	99.898	0.85805	aust1307	Batak Mandailing
bata1292	Southeast Asia	97.8123	3.4293	aust1307	Batak Alas-Kluet
bata1293	Southeast Asia	98.2517	2.12787	aust1307	Batak Karo
bata1294	Southeast Asia	98.2427	2.51438	aust1307	Batak Dairi
bata1295	N Coast New Guinea	130.646	-0.862394	aust1307	Batanta
bata1297	Oceania	120.49	14.4153	aust1307	Bataan Ayta
bata1298	Oceania	121.23	16.8266	aust1307	Batad Ifugao
bata1301	Oceania	119.025	10.1115	aust1307	Batak
bata1314	African Savannah	12.677	9.68091	afro1255	Bata
bate1261	Indic	72.92674	34.9582	indo1319	Bateri
bate1262	Southeast Asia	102.382	4.8223	aust1305	Batek
bath1244	Greater Mesopotamia	53.119	17.4485	afro1255	Bathari
bath1248	African Savannah	12.360552	12.188285	afro1255	Batha
bati1251	African Savannah	11.0591	4.25573	atla1278	Bati (Cameroon)
bati1253	Oceania	130.815	-3.61403	aust1307	Bati (Indonesia)
bats1242	Greater Mesopotamia	45.344	42.1806	nakh1245	Bats
batu1255	African Savannah	10.9377	6.81588	atla1278	Batu
batu1258	Oceania	134.784314	-5.814412	aust1307	Batuley
batu1260	Oceania	122.487151	-1.254442	aust1307	Batui
baty1234	S Australia	153.15399	-25.44486	pama1250	Batyala
baub1235	Southeast Asia	109.985	1.54467	aust1307	Bau-Jagoi Bidayuh
bauc1238	African Savannah	6.61686	10.2077	atla1278	Bauchi
baur1251	Indic	75.8713	25.2977	indo1319	Bauria
baur1252	Oceania	161.863	-10.5826	aust1307	Bauro
baur1253	NE South America	-63.68	-13.61	araw1281	Baure
bauu1244	N Coast New Guinea	145.611	-5.26465	nucl1709	Bau
bauw1240	S New Guinea	148.815	-9.82577	mail1249	Bauwaki
bauz1241	N Coast New Guinea	137.629	-2.44717	geel1240	Bauzi
bava1246	Europe	13.246	47.9232	indo1319	Bavarian
bawm1236	Indic	92.92553	22.4405233333	sino1245	Bawm Chin
baya1257	S Australia	151.699	-24.9793	pama1250	Bayali
bayb1234	Oceania	124.8086	10.6956	aust1307	Baybayanon
bayg1239	African Savannah	25.22	11.13	daju1249	Baygo
baym1241	California	-122.419	37.784	miwo1274	Bay Miwok
bayo1255	African Savannah	-16.3947	12.6881	atla1278	Kugere-Kuxinge
